term	meaning	reading
話しかける	말을 걸다	はなしかける
話し中	이야기 중	はなしちゅう
離す	떼다	はなす
鼻水	콧물	はなみず
歯磨き	양치질, 치약	はみがき
早口	말이 빠름	はやくち
早寝早起き	일찍 자고 일찍 일어나기	はやねはやおき
早めに	일찌감치	はやめに
流行る	유행하다, 번창하다	はやる
腹	배, 속마음	はら
払い戻す	환불하다	はらいもどす
範囲	범위	はんい
反映	반영	はんえい
犯罪	범죄	はんざい
反射	반사	はんしゃ
反する	어긋나다	はんする
反省	반성하다	はんせい
判断	판단	はんだん
判断力	판단력	はんだんりょく
犯人	범인	はんにん
販売	판매	はんばい
倍	~배	ばい
売店	매점	ばいてん
倍率	배율, 경쟁률	ばいりつ
バック	후진, 배경	ばっく
ばったり	털썩, 뜻밖에 마주치다, 뚝	ばったり
バラバラ	따로따로	ばらばら
番	번호, 차례	ばん
番地	번지	ばんち
日当たり	햇볕이 듦, 하루당	ひあたり
比較	비교	ひかく
日帰り	당일치기	ひがえり
引き受ける	(일이나 역할을) 맡다, 인수하다	ひきうける
引き落とす	(계좌에서) 자동 출금하다	ひきおとす
引き算	뺄셈	ひきざん
引き出す	꺼내다, 인출하다, 이끌어 내다	ひきだす
弾く	(현악기나 건반 악기를) 연주하다	ひく
飛行	비행	ひこう
非常に	매우	ひじょうに
筆記	필기	ひっき
人差し指	검지	ひとさしゆび
人々	사람들	ひとびと
一人息子	외아들	ひとりむすこ
一人娘	외동딸	ひとりむすめ
批判	비판	ひはん
批評	비평	ひひょう
暇	틈	ひま
日焼け	햇볕에 타다	ひやけ
評価	평가	ひょうか
表現力	표현력	ひょうげんりょく
表情	표정	ひょうじょう
表面	표면	ひょうめん
評論	평론	ひょうろん
費用	비용	ひよう
昼寝	낮잠	ひるね
広げる	넓히다, 펼치다	ひろげる
広まる	널리 퍼지다	ひろまる
貧困	빈곤	ひんこん
美術	미술	びじゅつ
秒	초	びょう
美容	미용	びよう
瓶詰め	병에 담다	びんづめ
ピカピカ	반짝반짝, 새것이다	ぴかぴか
ぴったり	딱	ぴったり
不安	불안하다	ふあん
風景	풍경	ふうけい
夫婦	부부	ふうふ
不可能	불가능	ふかのう
深まる	깊어지다	ふかまる
復学	복학	ふくがく
複雑	복잡하다	ふくざつ
複数	복수	ふくすう
服装	복장	ふくそう
腹痛	복통	ふくつう
袋	봉지	ふくろ
不具合	이상	ふぐあい
不合格	불합격	ふごうかく
夫妻	부부	ふさい
不自由	자유롭지 못하다, 부족하다	ふじゆう
防ぐ	막다	ふせぐ
不足	부족	ふそく
普段	평소	ふだん
縁	가장자리	ふち
沸騰	(액체가) 끓어오르다	ふっとう
普通	보통이다, 보통열차	ふつう
筆	붓	ふで
ふと	문득	ふと
父母	부모	ふぼ
不満	불만	ふまん
踏切	철도 건널목, 결단	ふみきり
増やす	늘리다	ふやす
ふらふら	비틀비틀, 마음이 흔들리다	ふらふら
振り込み	계좌 이체	ふりこみ
振る	흔들다, (연애 상대를) 차다	ふる
触れる	닿다, 언급하다, (법 등에) 저촉되다	ふれる
雰囲気	분위기	ふんいき
部	부서, 동아리	ぶ
部下	부하	ぶか
物質	물질	ぶっしつ
ぶつける	부딪치다	ぶつける
ぶつぶつ	투덜투덜, 피부에 돋은 발진	ぶつぶつ
物理	물리	ぶつり
部品	부품	ぶひん
ぶらぶら	흔들흔들, 어슬렁어슬렁, 빈둥빈둥	ぶらぶら
文献	문헌	ぶんけん
文書	문서	ぶんしょ
分数	분수	ぶんすう
分布	분포	ぶんぷ
文房具	문구류	ぶんぼうぐ
分野	분야	ぶんや
分量	분량	ぶんりょう
分類	분류	ぶんるい
平気	태연하다, 괜찮다	へいき
平均	평균	へいきん
減る	줄다	へる
変化	변화	へんか
変身	변신	へんしん
米国	미국	べいこく
ベスト	가장 좋다	べすと
別に	별로, 따로	べつに
別々	따로따로	べつべつ
別々に	따로따로	べつべつに
弁護士	변호사	べんごし
ぺこぺこ	배가 몹시 고프다, 굽실거리다	ぺこぺこ
ぺらぺら	술술 말하다, 얇고 허술하다	ぺらぺら
方角	방향	ほうがく
報告	보고	ほうこく
法則	법칙	ほうそく
包丁	식칼	ほうちょう
方法	방법	ほうほう
方面	방면	ほうめん
訪問	방문	ほうもん
吠える	(짐승이) 짖다	ほえる
捕獲	포획	ほかく
保健	보건	ほけん
ほこり	먼지	ほこり
星	별	ほし
干す	(널어) 말리다, (잔을) 비우다, (사람에게) 일을 주지 않다	ほす
細い	가늘다	ほそい
細長い	가늘고 길다	ほそながい
保存	보존하다, (파일을) 저장하다	ほぞん
歩道	보도	ほどう
歩道橋	육교	ほどうきょう
褒める	칭찬하다	ほめる
本店	본점, 이 가게	ほんてん
本人	본인	ほんにん
本部	본부	ほんぶ
忘年会	송년회	ぼうねんかい
防犯	방범	ぼうはん
募集	모집	ぼしゅう
坊ちゃん	도련님	ぼっちゃん
毎度	매번, 늘 감사합니다	まいど
前もって	사전에	まえもって
任せる	맡기다	まかせる
巻く	감다	まく
負け	패배, 걸맞지 않음	まけ
曲げる	굽히다, 왜곡하다	まげる
孫	손주	まご
まごまご	어쩔 줄 몰라 하다	まごまご
まさか	설마, 만일	まさか
交ざる	섞이다	まざる
交じる	섞이다	まじる
ますます	점점	ますます
貧しい	가난하다, 빈약하다	まずしい
混ぜる	섞다	まぜる
街	동네, 거리	まち
待ち合わせ	만날 약속	まちあわせ
待ち合わせる	만나기로 하다	まちあわせる
間違い	잘못, 사고	まちがい
間違う	틀리다	まちがう
真っ赤	새빨갛다	まっか
真っ暗	캄캄하다	まっくら
真っ黒	새까맣다	まっくろ
真っ青	새파랗다	まっさお
真っ白	새하얗다	まっしろ
全く	전혀	まったく
松	소나무, 최상급	まつ
まとまる	하나로 정리되다	まとまる
まとめる	정리하다, 마무리하다	まとめる
窓側	창가 쪽	まどがわ
まな板	도마	まないた
真似	흉내, 짓	まね
眩しい	눈부시다	まぶしい
豆	콩	まめ
守る	지키다	まもる
迷う	(길을) 헤매다, 망설이다	まよう
丸	원, 전체	まる
丸い	둥글다	まるい
回す	돌리다	まわす
周り	둘레, 주변	まわり
回り	돎, 한 치수, 12년	まわり
回り道	우회	まわりみち
満員	만원	まんいん
満足	만족	まんぞく
満点	만점	まんてん
身	몸, 신분, 본체	み
見上げる	우러러보다	みあげる
見送り	배웅, 보류	みおくり
見送る	배웅하다, 버스나 공이나 기회를 그냥 보내다, 보류하다	みおくる
見下ろす	내려다보다	みおろす
見返す	다시 보다, 되돌아보다, 보란 듯이 되갚아 주다	みかえす
水着	수영복	みずぎ
見つける	발견하다	みつける
見直し	재검토	みなおし
身につける	익히다, 몸에 걸치다	みにつける
見本	견본, 본보기	みほん
見舞う	문병하다, 공격하다	みまう
未来	미래	みらい
魅力的	매력적이다	みりょくてき
診る	진찰하다	みる
民間	민간	みんかん
向かう	향하다	むかう
無休	무휴	むきゅう
剥く	(껍질을) 벗기다	むく
向く	향하다, 적합하다	むく
無視	무시	むし
無地	민무늬	むじ
蒸す	찌다	むす
息子	아들	むすこ
結ぶ	묶다, 맺다	むすぶ
娘	딸, 젊은 여자	むすめ
娘の息子	딸의 아들	むすめのむすこ
無線	무선	むせん
無駄	낭비	むだ
無駄遣い	낭비	むだづかい
胸	가슴	むね
無理	무리, 무리하게(無理に)	むり
名作	명작	めいさく
名人	명인	めいじん
命令	명령	めいれい
迷惑	폐	めいわく
迷惑をかける	폐를 끼치다	めいわくをかける
眼鏡	안경	めがね
目覚まし	자명종, 잠 깨기	めざまし
飯	밥	めし
召し上がる	드시다	めしあがる
目立つ	눈에 띄다	めだつ
滅多にない	좀처럼 없다	めったにない
めまい	어지럼증	めまい
面接	면접	めんせつ
免税	면세	めんぜい
面倒くさい	귀찮다	めんどうくさい
申し込み	신청	もうしこみ
申込者	신청자	もうしこみしゃ
申し込む	신청하다, 제의하다	もうしこむ
申し訳ない	죄송하다	もうしわけない
もう少し	조금 더	もうすこし
毛布	담요	もうふ
燃える	불타다	もえる
模擬	모의	もぎ
目的	목적	もくてき
目標	목표	もくひょう
持ち帰る	가지고 돌아가다	もちかえる
もちろん	물론	もちろん
もったいない	아깝다, 과분하다	もったいない
求める	바라다, 요구하다, 찾다	もとめる
者	사람	もの
物置	창고	ものおき
物語	이야기	ものがたり
物忘れ	건망증	ものわすれ
紅葉	단풍, 단풍나무	もみじ
桃	복숭아	もも
燃やす	불태우다	もやす
模様	무늬, 상황, ~인 모양이다(～模様だ)	もよう
最寄り	가장 가까운 곳	もより
盛る	담다, 쌓아 올리다, 과장하다	もる
文句	불평, 문구	もんく
野球	야구	やきゅう
焼く	굽다	やく
約	약	やく
訳する	번역하다	やくする
役立つ	도움이 되다	やくだつ
役にたたない	도움이 되지 않다	やくにたたない
役割	역할	やくわり
火傷	데다	やけど
家賃	집세	やちん
雇う	고용하다	やとう
破れる	(종이나 천 등이) 찢어지다, (협상이나 계획 등이) 깨지다	やぶれる
山登り	등산	やまのぼり
辞める	(직장 등을) 그만두다	やめる
やり方	방식	やりかた
やり取り	주고받음	やりとり
やり直す	다시 하다	やりなおす
やる気	의욕	やるき
遊園地	유원지	ゆうえんち
夕刊	석간	ゆうかん
勇気	용기	ゆうき
夕食	저녁 식사	ゆうしょく
友情	우정	ゆうじょう
郵送	우편으로 보내다	ゆうそう
夕立	여름철 소나기	ゆうだち
夕日	석양	ゆうひ
郵便	우편	ゆうびん
夕焼け	저녁노을	ゆうやけ
有料	유료	ゆうりょう
床	바닥	ゆか
緩い	느슨하다, 엄하지 않다, 완만하다	ゆるい
許す	허락하다, 용서하다	ゆるす
揺れる	흔들리다	ゆれる
夜明け	동틀 녘	よあけ
酔う	취하다, 멀미하다	よう
容器	용기	ようき
用件	용건	ようけん
用紙	용지	ようし
幼児	유아	ようじ
様子	상태, 모습, 기미	ようす
幼稚園	유치원	ようちえん
預金	예금	よきん
翌朝	다음 날 아침	よくあさ
翌週	다음 주	よくしゅう
翌日	다음 날	よくじつ
翌年	이듬해	よくねん
欲張り	욕심이 많다	よくばり
横	가로, 옆	よこ
横切る	가로지르다	よこぎる
よこす	보내다, 건네다	よこす
汚す	더럽히다	よごす
予算	예산	よさん
予想	예상	よそう
夜空	밤하늘	よぞら
酔っ払う	술에 취하다	よっぱらう
四つ角	네 모퉁이, 사거리	よつかど
呼びかける	부르다, 호소하다	よびかける
呼び出す	호출하다	よびだす
喜び	기쁨	よろこび
弱まる	약해지다	よわまる
弱める	약하게 하다	よわめる
来店	(가게를) 방문하다	らいてん
楽	편하다, 쉽다	らく
落下	낙하	らっか
理科	이과, 과학	りか
離婚	이혼	りこん
理想	이상	りそう
流行	유행	りゅうこう
量	양	りょう
～料	~료	りょう
両替	환전	りょうがえ
両側	양쪽	りょうがわ
漁師	어부	りょうし
履歴書	이력서	りれきしょ
留守番	집 지키기	るすばん
留守番電話	자동 응답 전화	るすばんでんわ
冷凍	냉동	れいとう
歴史	역사	れきし
列	줄	れつ
連休	연휴	れんきゅう
連続	연속	れんぞく
録画	녹화	ろくが
路面	노면	ろめん
若者	젊은이	わかもの
分かりやすい	알기 쉽다	わかりやすい
別れ	이별	わかれ
わがまま	제멋대로다	わがまま
和室	일본식 방	わしつ
和食	일식	わしょく
わずか	조금	わずか
渡り鳥	철새	わたりどり
笑い	웃음	わらい
割合	비율, 비교적	わりあい
割り算	나눗셈	わりざん
割引	할인	わりびき
割れる	깨지다, 나뉘다, 드러나다	われる
アイスクリーム	아이스크림	アイスクリーム
アイデア	아이디어	アイデア
アウト	아웃	アウト
アクセス	교통 접근성, 접속	アクセス
アップ	상승, 업로드, 클로즈업	アップ
アップサイクル	업사이클	アップサイクル
アドバイス	조언	アドバイス
アドレス	주소	アドレス
アナウンス	안내 방송, 공식 발표	アナウンス
アルバム	앨범	アルバム
アルミホイル	알루미늄 포일	アルミホイル
アレルギー	알레르기	アレルギー
アンテナ	안테나	アンテナ
イコール	같다, 등호	イコール
イメージ	이미지	イメージ
インク	잉크	インク
インスタント	인스턴트	インスタント
インターネット	인터넷	インターネット
インフルエンザ	독감	インフルエンザ
エネルギー	에너지	エネルギー
